#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,,,,,,,,,
GCA_025407375.1,PRJNA739144,SAMN19774230,JAHPWI000000000.1,na,470,470,Acinetobacter baumannii,strain=WU_MDCI_Ab250,na,latest,Contig,Major,Full,2022/9/26,ASM2540737v1,Washington University in St. Louis School of Medicine,GCF_025407375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/407/375/GCA_025407375.1_ASM2540737v1,from large multi-isolate project,na,na,haploid,bacteria,3818663,3818663,39,0,26,26,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2021/6/22,3638,3532,64,na,,,,,,,,,
GCA_025407395.1,PRJNA739144,SAMN19774231,JAHPWJ000000000.1,na,470,470,Acinetobacter baumannii,strain=WU_MDCI_Ab251,na,latest,Contig,Major,Full,2022/9/26,ASM2540739v1,Washington University in St. Louis School of Medicine,GCF_025407395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/407/395/GCA_025407395.1_ASM2540739v1,from large multi-isolate project,na,na,haploid,bacteria,4034263,4034263,39,0,99,99,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2021/6/22,3913,3782,69,na,,,,,,,,,
GCA_025407435.1,PRJNA739144,SAMN19774232,JAHPWK000000000.1,na,470,470,Acinetobacter baumannii,strain=WU_MDCI_Ab252,na,latest,Contig,Major,Full,2022/9/26,ASM2540743v1,Washington University in St. Louis School of Medicine,GCF_025407435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/407/435/GCA_025407435.1_ASM2540743v1,from large multi-isolate project,na,na,haploid,bacteria,3933050,3933050,39,0,28,28,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2021/6/22,3797,3683,67,na,,,,,,,,,
GCA_025407455.1,PRJNA739144,SAMN19774234,JAHPWM000000000.1,na,470,470,Acinetobacter baumannii,strain=WU_MDCI_Ab254,na,latest,Contig,Major,Full,2022/9/26,ASM2540745v1,Washington University in St. Louis School of Medicine,GCF_025407455.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/407/455/GCA_025407455.1_ASM2540745v1,from large multi-isolate project,na,na,haploid,bacteria,3901957,3901957,39,0,28,28,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2021/6/22,3743,3626,69,na,,,,,,,,,
GCA_025407465.1,PRJNA739144,SAMN19774233,JAHPWL000000000.1,na,470,470,Acinetobacter baumannii,strain=WU_MDCI_Ab253,na,latest,Contig,Major,Full,2022/9/26,ASM2540746v1,Washington University in St. Louis School of Medicine,GCF_025407465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/407/465/GCA_025407465.1_ASM2540746v1,from large multi-isolate project,na,na,haploid,bacteria,3942075,3942075,39,0,34,34,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2021/6/22,3810,3690,70,na,,,,,,,,,
GCA_025407475.1,PRJNA739144,SAMN19774239,JAHPWR000000000.1,na,470,470,Acinetobacter baumannii,strain=WU_MDCI_Ab259,na,latest,Contig,Major,Full,2022/9/26,ASM2540747v1,Washington University in St. Louis School of Medicine,GCF_025407475.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/407/475/GCA_025407475.1_ASM2540747v1,from large multi-isolate project,na,na,haploid,bacteria,3861230,3861230,39,0,23,23,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2021/6/22,3710,3595,66,na,,,,,,,,,
GCA_025407515.1,PRJNA739144,SAMN19774235,JAHPWN000000000.1,na,470,470,Acinetobacter baumannii,strain=WU_MDCI_Ab255,na,latest,Contig,Major,Full,2022/9/26,ASM2540751v1,Washington University in St. Louis School of Medicine,GCF_025407515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/407/515/GCA_025407515.1_ASM2540751v1,from large multi-isolate project,na,na,haploid,bacteria,3900254,3900254,39,0,25,25,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2021/6/22,3734,3623,65,na,,,,,,,,,
GCA_025407565.1,PRJNA739144,SAMN19774247,JAHPWZ000000000.1,na,470,470,Acinetobacter baumannii,strain=WU_MDCI_Ab267,na,latest,Contig,Major,Full,2022/9/26,ASM2540756v1,Washington University in St. Louis School of Medicine,GCF_025407565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/407/565/GCA_025407565.1_ASM2540756v1,from large multi-isolate project,na,na,haploid,bacteria,3779017,3779017,39,0,22,22,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2021/6/22,3547,3453,65,na,,,,,,,,,
GCA_025407595.1,PRJNA739144,SAMN19774250,JAHPXC000000000.1,na,470,470,Acinetobacter baumannii,strain=WU_MDCI_Ab270,na,latest,Contig,Major,Full,2022/9/26,ASM2540759v1,Washington University in St. Louis School of Medicine,GCF_025407595.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/407/595/GCA_025407595.1_ASM2540759v1,from large multi-isolate project,na,na,haploid,bacteria,3979302,3979302,39,0,91,91,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2021/6/22,3859,3725,65,na,,,,,,,,,
GCA_025407605.1,PRJNA739144,SAMN19774249,JAHPXB000000000.1,na,470,470,Acinetobacter baumannii,strain=WU_MDCI_Ab269,na,latest,Contig,Major,Full,2022/9/26,ASM2540760v1,Washington University in St. Louis School of Medicine,GCF_025407605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/407/605/GCA_025407605.1_ASM2540760v1,from large multi-isolate project,na,na,haploid,bacteria,3979186,3979186,39,0,86,86,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2021/6/22,3862,3725,67,na,,,,,,,,,
GCA_025449155.1,PRJNA882211,SAMN30929296,na,na,470,470,Acinetobacter baumannii,strain=Ab-3557,na,latest,Complete Genome,Major,Full,2022/9/28,ASM2544915v1,Affiliated Hangzhou First People's hospital,GCF_025449155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/449/155/GCA_025449155.1_ASM2544915v1,na,na,na,haploid,bacteria,3961119,3961119,39,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/9/21,3806,3644,95,na,,,,,,,,,
GCA_025449175.1,PRJNA882199,SAMN30929355,na,na,470,470,Acinetobacter baumannii,strain=YZM-0314,na,latest,Complete Genome,Major,Full,2022/9/28,ASM2544917v1,Affiliated Hangzhou First People's hospital,GCF_025449175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/449/175/GCA_025449175.1_ASM2544917v1,na,na,na,haploid,bacteria,3987874,3987874,39,3,3,3,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/9/21,3838,3674,95,na,,,,,,,,,
GCA_025449195.1,PRJNA882211,SAMN30929528,na,na,470,470,Acinetobacter baumannii,strain=YZM-0406,na,latest,Complete Genome,Major,Full,2022/9/28,ASM2544919v1,Affiliated Hangzhou First People's hospital,GCF_025449195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/449/195/GCA_025449195.1_ASM2544919v1,na,na,na,haploid,bacteria,3959910,3959910,39,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/9/21,3805,3643,95,na,,,,,,,,,
GCA_025456905.1,PRJNA841266,SAMN28578924,JAMKXD000000000.1,na,470,470,Acinetobacter baumannii,strain=195WW,na,latest,Contig,Major,Full,2022/9/28,ASM2545690v1,Research Institute of University of Bucharest - ICUB,GCF_025456905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/456/905/GCA_025456905.1_ASM2545690v1,na,na,na,haploid,bacteria,3802675,3802675,39,0,36,36,Research Institute of University of Bucharest - ICUB,Annotation submitted by Research Institute of University of Bucharest - ICUB,2022/9/28,0,0,0,na,,,,,,,,,
GCA_025457005.1,PRJNA841266,SAMN28578921,JAMKXA000000000.1,na,470,470,Acinetobacter baumannii,strain=191WW,na,latest,Contig,Major,Full,2022/9/28,ASM2545700v1,Research Institute of University of Bucharest - ICUB,GCF_025457005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/457/005/GCA_025457005.1_ASM2545700v1,na,na,na,haploid,bacteria,4004508,4004508,39,0,96,96,Research Institute of University of Bucharest - ICUB,Annotation submitted by Research Institute of University of Bucharest - ICUB,2022/9/28,0,0,0,na,,,,,,,,,
GCA_025457015.1,PRJNA841266,SAMN28578920,JAMKWZ000000000.1,na,470,470,Acinetobacter baumannii,strain=190WW,na,latest,Contig,Major,Full,2022/9/28,ASM2545701v1,Research Institute of University of Bucharest - ICUB,GCF_025457015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/457/015/GCA_025457015.1_ASM2545701v1,na,na,na,haploid,bacteria,3733340,3733340,39,0,52,52,Research Institute of University of Bucharest - ICUB,Annotation submitted by Research Institute of University of Bucharest - ICUB,2022/9/28,0,0,0,na,,,,,,,,,
GCA_025457045.1,PRJNA841266,SAMN28578917,JAMKWW000000000.1,na,470,470,Acinetobacter baumannii,strain=187CS,na,latest,Contig,Major,Full,2022/9/28,ASM2545704v1,Research Institute of University of Bucharest - ICUB,GCF_025457045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/457/045/GCA_025457045.1_ASM2545704v1,na,na,na,haploid,bacteria,4024063,4024063,39,0,88,88,Research Institute of University of Bucharest - ICUB,Annotation submitted by Research Institute of University of Bucharest - ICUB,2022/9/28,0,0,0,na,,,,,,,,,
GCA_025457085.1,PRJNA841266,SAMN28578916,JAMKWV000000000.1,na,470,470,Acinetobacter baumannii,strain=186WW,na,latest,Contig,Major,Full,2022/9/28,ASM2545708v1,Research Institute of University of Bucharest - ICUB,GCF_025457085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/457/085/GCA_025457085.1_ASM2545708v1,na,na,na,haploid,bacteria,4025826,4025826,39,0,81,81,Research Institute of University of Bucharest - ICUB,Annotation submitted by Research Institute of University of Bucharest - ICUB,2022/9/28,0,0,0,na,,,,,,,,,
GCA_025457115.1,PRJNA841266,SAMN28578915,JAMKWU000000000.1,na,470,470,Acinetobacter baumannii,strain=185WW,na,latest,Contig,Major,Full,2022/9/28,ASM2545711v1,Research Institute of University of Bucharest - ICUB,GCF_025457115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/457/115/GCA_025457115.1_ASM2545711v1,na,na,na,haploid,bacteria,4025753,4025753,39,0,82,82,Research Institute of University of Bucharest - ICUB,Annotation submitted by Research Institute of University of Bucharest - ICUB,2022/9/28,0,0,0,na,,,,,,,,,
GCA_025457165.1,PRJNA841266,SAMN28578918,JAMKWX000000000.1,na,470,470,Acinetobacter baumannii,strain=188CS,na,latest,Contig,Major,Full,2022/9/28,ASM2545716v1,Research Institute of University of Bucharest - ICUB,GCF_025457165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/457/165/GCA_025457165.1_ASM2545716v1,na,na,na,haploid,bacteria,3922239,3922239,39,0,58,58,Research Institute of University of Bucharest - ICUB,Annotation submitted by Research Institute of University of Bucharest - ICUB,2022/9/28,0,0,0,na,,,,,,,,,
GCA_025457365.1,PRJNA841266,SAMN28578903,JAMKWI000000000.1,na,470,470,Acinetobacter baumannii,strain=165WW,na,latest,Contig,Major,Full,2022/9/28,ASM2545736v1,Research Institute of University of Bucharest - ICUB,GCF_025457365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/457/365/GCA_025457365.1_ASM2545736v1,na,na,na,haploid,bacteria,3959150,3959150,39,0,80,80,Research Institute of University of Bucharest - ICUB,Annotation submitted by Research Institute of University of Bucharest - ICUB,2022/9/28,0,0,0,na,,,,,,,,,
GCA_025515635.1,PRJNA719425,SAMN18612536,JAOPFR000000000.1,na,470,470,Acinetobacter baumannii,strain=INTEC_OZFC5,na,latest,Contig,Major,Full,2022/10/1,ASM2551563v1,Instituto Tecnologico de Santo Dominigo (INTEC),GCF_025515635.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/515/635/GCA_025515635.1_ASM2551563v1,na,na,na,haploid,bacteria,3809530,3809530,39,0,22,22,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/9/26,3630,3505,64,na,,,,,,,,,
GCA_025566845.1,PRJNA877458,SAMN31083484,JAOSFF000000000.1,na,470,470,Acinetobacter baumannii,strain=AB171,na,latest,Contig,Major,Full,2022/10/4,ASM2556684v1,University of Pretoria,GCF_025566845.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/566/845/GCA_025566845.1_ASM2556684v1,na,na,na,haploid,bacteria,3892985,3892985,39,0,78,78,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/9/29,3778,3651,68,na,,,,,,,,,
GCA_025567545.1,PRJNA877458,SAMN31063663,JAOSFE000000000.1,na,470,470,Acinetobacter baumannii,strain=AB150,na,latest,Contig,Major,Full,2022/10/4,ASM2556754v1,University of Pretoria,GCF_025567545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/567/545/GCA_025567545.1_ASM2556754v1,na,na,na,haploid,bacteria,4007855,4007855,39,0,92,92,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/9/29,3952,3807,70,na,,,,,,,,,
GCA_025598475.1,PRJNA877458,SAMN31092150,JAOSHV000000000.1,na,470,470,Acinetobacter baumannii,strain=AB81,na,latest,Contig,Major,Full,2022/10/5,ASM2559847v1,University of Pretoria,GCF_025598475.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/598/475/GCA_025598475.1_ASM2559847v1,na,na,na,haploid,bacteria,4053470,4053470,39,0,99,99,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/9/30,3994,3846,72,na,,,,,,,,,
GCA_025598735.1,PRJNA877458,SAMN31092641,JAOSIA000000000.1,na,470,470,Acinetobacter baumannii,strain=AB127,na,latest,Contig,Major,Full,2022/10/5,ASM2559873v1,University of Pretoria,GCF_025598735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/598/735/GCA_025598735.1_ASM2559873v1,na,na,na,haploid,bacteria,3969709,3969709,39,0,86,86,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/9/30,3875,3753,65,na,,,,,,,,,
GCA_025598745.1,PRJNA877458,SAMN31092153,JAOSHS000000000.1,na,470,470,Acinetobacter baumannii,strain=AB96,na,latest,Contig,Major,Full,2022/10/5,ASM2559874v1,University of Pretoria,GCF_025598745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/598/745/GCA_025598745.1_ASM2559874v1,na,na,na,haploid,bacteria,3989623,3989623,39,0,92,92,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/9/30,3887,3745,68,na,,,,,,,,,
GCA_025598755.1,PRJNA877458,SAMN31092640,JAOSIB000000000.1,na,470,470,Acinetobacter baumannii,strain=AB121,na,latest,Contig,Major,Full,2022/10/5,ASM2559875v1,University of Pretoria,GCF_025598755.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/598/755/GCA_025598755.1_ASM2559875v1,na,na,na,haploid,bacteria,3891070,3891070,39,0,77,77,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/9/30,3782,3655,72,na,,,,,,,,,
GCA_025598875.1,PRJNA877458,SAMN31092149,JAOSHW000000000.1,na,470,470,Acinetobacter baumannii,strain=AB62,na,latest,Contig,Major,Full,2022/10/5,ASM2559887v1,University of Pretoria,GCF_025598875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/598/875/GCA_025598875.1_ASM2559887v1,na,na,na,haploid,bacteria,3979926,3979926,39,0,90,90,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/9/30,3863,3726,68,na,,,,,,,,,
GCA_025598935.1,PRJNA877458,SAMN31092148,JAOSHX000000000.1,na,470,470,Acinetobacter baumannii,strain=AB39,na,latest,Contig,Major,Full,2022/10/5,ASM2559893v1,University of Pretoria,GCF_025598935.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/598/935/GCA_025598935.1_ASM2559893v1,na,na,na,haploid,bacteria,3883718,3883718,39,0,67,67,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/9/30,3761,3629,71,na,,,,,,,,,
GCA_025677625.1,PRJNA884703,SAMN31037892,na,na,470,470,Acinetobacter baumannii,strain=ARC6851,na,latest,Chromosome,Major,Full,2022/10/13,ASM2567762v1,Washington University in St. Louis,GCF_025677625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/677/625/GCA_025677625.1_ASM2567762v1,na,na,na,haploid,bacteria,4053623,4053323,39,4,4,4,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/10/7,3937,3759,95,na,,,,,,,,,
GCA_025717655.1,PRJNA573295,SAMN18129819,JAOVZM000000000.1,na,470,470,Acinetobacter baumannii,strain=AC1557,na,latest,Contig,Major,Full,2022/10/16,ASM2571765v1,Universiti Sultan Zainal Abidin,GCF_025717655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/717/655/GCA_025717655.1_ASM2571765v1,na,na,na,haploid,bacteria,3845776,3845776,39,0,77,77,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/10/11,3723,3598,68,na,,,,,,,,,
GCA_025722955.1,PRJNA885620,SAMN31100588,na,na,470,470,Acinetobacter baumannii,strain=NY13623,na,latest,Complete Genome,Major,Full,2022/10/17,ASM2572295v1,Beijing Institute of Microbiology and Epidemiology,GCF_025722955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/722/955/GCA_025722955.1_ASM2572295v1,na,na,na,haploid,bacteria,4080298,4080298,39,4,4,4,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/10/11,3989,3801,95,na,,,,,,,,,
GCA_025732095.1,PRJNA561493,SAMN31029727,na,na,470,470,Acinetobacter baumannii,strain=GIMC5507:ABT-52Ts18,na,latest,Chromosome,Major,Full,2022/10/18,ASM2573209v1,N.F.Gamaleya National Research Center for Epidemiology and Microbiology,GCF_025732095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/732/095/GCA_025732095.1_ASM2573209v1,na,na,na,haploid,bacteria,3987693,3984993,39,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/10/7,3881,3707,94,na,,,,,,,,,
GCA_025791795.1,PRJNA573295,SAMN31303967,JAOXLW000000000.1,na,470,470,Acinetobacter baumannii,strain=AC1123,na,latest,Contig,Major,Full,2022/10/22,ASM2579179v1,Universiti Sultan Zainal Abidin,GCF_025791795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/791/795/GCA_025791795.1_ASM2579179v1,na,na,na,haploid,bacteria,3903229,3903229,39,0,72,72,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/10/17,3789,3664,70,na,,,,,,,,,
GCA_025791815.1,PRJNA573295,SAMN31303966,JAOXLV000000000.1,na,470,470,Acinetobacter baumannii,strain=AC1119,na,latest,Contig,Major,Full,2022/10/22,ASM2579181v1,Universiti Sultan Zainal Abidin,GCF_025791815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/791/815/GCA_025791815.1_ASM2579181v1,na,na,na,haploid,bacteria,3995949,3995949,39,0,52,52,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/10/17,3874,3739,71,na,,,,,,,,,
GCA_025791875.1,PRJNA573295,SAMN31303964,JAOXLT000000000.1,na,470,470,Acinetobacter baumannii,strain=AC1106,na,latest,Contig,Major,Full,2022/10/22,ASM2579187v1,Universiti Sultan Zainal Abidin,GCF_025791875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/791/875/GCA_025791875.1_ASM2579187v1,na,na,na,haploid,bacteria,3947774,3947774,39,0,79,79,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/10/17,3859,3750,71,na,,,,,,,,,
GCA_025792315.1,PRJNA573295,SAMN31303968,JAOXLX000000000.1,na,470,470,Acinetobacter baumannii,strain=AC1138,na,latest,Contig,Major,Full,2022/10/22,ASM2579231v1,Universiti Sultan Zainal Abidin,GCF_025792315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/792/315/GCA_025792315.1_ASM2579231v1,na,na,na,haploid,bacteria,3903426,3903426,39,0,72,72,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/10/17,3788,3663,70,na,,,,,,,,,
GCA_025792335.1,PRJNA573295,SAMN31303969,JAOXLY000000000.1,na,470,470,Acinetobacter baumannii,strain=AC1140,na,latest,Contig,Major,Full,2022/10/22,ASM2579233v1,Universiti Sultan Zainal Abidin,GCF_025792335.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/792/335/GCA_025792335.1_ASM2579233v1,na,na,na,haploid,bacteria,3928208,3928208,39,0,62,62,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/10/17,3807,3679,70,na,,,,,,,,,
GCA_025807175.2,PRJNA288601,SAMN31407618,ABIYNG000000000.2,na,470,470,Acinetobacter baumannii,na,whole organism,latest,Contig,Major,Full,2023/6/30,PDT001463208.2,Centers for Disease Control and Prevention. Division of Healthcare Quality Promotion,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/807/175/GCA_025807175.2_PDT001463208.2,from large multi-isolate project,na,na,haploid,bacteria,4046409,4046409,39,0,83,83,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2023/6/20,3951,3829,70,na,,,,,,,,,
GCA_025818195.1,PRJNA877078,SAMN30679751,JAOAOO000000000.1,na,470,470,Acinetobacter baumannii,strain=CHSZNSAB26,na,latest,Contig,Major,Full,2022/10/24,ASM2581819v1,The 6th Affiliated Hospital of Shenzhen University Health Center,GCF_025818195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/818/195/GCA_025818195.1_ASM2581819v1,na,na,na,haploid,bacteria,3923161,3923161,39,0,60,60,The 6th Affiliated Hospital of Shenzhen University Health Center,Annotation submitted by The 6th Affiliated Hospital of Shenzhen University Health Center,2022/10/24,0,0,0,na,,,,,,,,,
GCA_025818205.1,PRJNA877051,SAMN30678935,JAOAON000000000.1,na,470,470,Acinetobacter baumannii,strain=CHSZNSAB8,na,latest,Contig,Major,Full,2022/10/24,ASM2581820v1,The 6th Affiliated Hospital of Shenzhen University Health Center,GCF_025818205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/818/205/GCA_025818205.1_ASM2581820v1,na,na,na,haploid,bacteria,3880200,3880200,39,0,53,53,The 6th Affiliated Hospital of Shenzhen University Health Center,Annotation submitted by The 6th Affiliated Hospital of Shenzhen University Health Center,2022/10/24,0,0,0,na,,,,,,,,,
GCA_025853895.1,PRJNA812594,SAMN30898311,na,na,470,470,Acinetobacter baumannii,strain=1326359,na,latest,Complete Genome,Major,Full,2022/10/26,ASM2585389v1,Utah Public Health Laboratory Infectious Disease submission group,GCF_025853895.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/853/895/GCA_025853895.1_ASM2585389v1,na,na,na,haploid,bacteria,3975384,3975384,39,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/10/19,3825,3654,93,na,,,,,,,,,
GCA_025853915.1,PRJNA812594,SAMN30898312,na,na,470,470,Acinetobacter baumannii,strain=1326525-1,na,latest,Complete Genome,Major,Full,2022/10/26,ASM2585391v1,Utah Public Health Laboratory Infectious Disease submission group,GCF_025853915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/853/915/GCA_025853915.1_ASM2585391v1,na,na,na,haploid,bacteria,3981503,3981503,39,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022/10/19,3836,3653,93,na,,,,,,,,,
